userName,score,at,content,app_name
Shiy Pickens,5,2024-01-25 17:31:12,Seems like its a great app to help you get more for your money..but I just started to look at everything so I'm not sure yet if that's the deal here or if it's more window shopping and wish lists or the real deal. If it's real deal then I think I just fell in love Haha:),Alibaba
Fan Dew,2,2024-01-25 17:02:54,"Sometimes it doesn't response to user's click, like when you add to favourite or when you open the chest box from video reward. It becomes more buggy after some long period time of use The new updates doesn't response well to dark mode from the phone settings unlike the previous one. Probably would be better if shopee has their own dark mode setting",Shopee
haya fatima,5,2024-01-25 10:44:42,"In general the application is very good, I love it. But one thing I noticed is that only the supplier can revoke the message after sending it, this feature is not available for the buyer. I suggest that this feature be made available to buyers. Maybe you can give at most a quarter or half a day for the buyer to remember the message.",Alibaba
James Stuart,4,2024-01-25 06:51:27,For the most part I find Lazada very good .. items are usually what they purport to be and customer service is usually friendly and helpful once you can beat Cleo into submission and actually talk to someone. There have been occasional issues with the software for returns and a somewhat overtly Rigid system which does not address or admit to errors..but my overall experience has been positive and would recommend the platform as an online shopping destination...but Delivery charges need work!,Lazada
Ryan Miguel Mariano,3,2024-01-25 03:35:29,"I absolutely love the Lazada app with the attractive promos and games. The interface is very good but it is a bit bloated and slow. It slows down my device especially when olaying Merge Boss. I also hate CLEO, wont let me talk to customer service, and the search engine is outright bonkers. It gives out seemingly unrelated items to your search term which is a stupid annoyance when I am looking for something very specific. Would be nice to get those fixed",Lazada
Ahmad Syafrudin,1,2024-01-25 00:27:21,Bad experience. Bad After sales service. Buying a branded 4K TV in BliBli after 25 days the TV already broken. No protection for the customer. I must keep the box trash for a month if I want a warranty claim. Really Good job 🫡,Blibli
Muhammad Salman,2,2024-01-23 14:23:31,"my transactions have been denied for TWO TIMES because of an error in the voucher system. how should i know there's a minimal amount of free ongkir? and the apps keep crashing itself for couple times while doing the verification process, couldn't care less.",Tokopedia
N BN,2,2024-01-23 10:30:41,"buggy app. wanted to return exchange items and till the step where we need.to choose our return method, it doesnt allow me to click anything even though its click able.",Zalora
aristoto cheng,1,2024-01-23 03:33:45,"Effortless shopping not true. Most information you want has nothing to do with my purchases because we pay you in cash not on credit.What benefit do we get for allowing you to access the information you ask. Will we get paid if we allow you? We are not even allowed to check what is delivered before paying. So where is the effortless shopping. There is nothing to edit, you ask for my opinion that's it.",Lazada
John rey Sealongo,5,2024-01-23 02:33:21,"Lazada is a platform that I absolutely love. It offers a wide range of products and services, making it convenient for me to shop for everything I need in one place. The user interface is easy to navigate, allowing me to find what I'm looking for quickly. The prices are competitive, and there are often great deals and discounts available. The payment options are secure and reliable, giving me peace of mind when making purchases.",Lazada
Arco Putra,1,2024-01-22 23:54:19,"They really need to hire better app developer / IT / programmer whatever the name is. When I open the app, my phone screen just beeping on and off like a christmas tree. This is the most weird crash that I ever had lol. Usually others app is just freeze. Never had thid experience before",Shopee
Ronny Lysus,4,2024-01-22 14:45:11,"This application helps me to sell my cars but unfortunatelly recently the quota for free ads only twice in a year or max two free ads in 365 days..please increase it to be more than 2 ads, such as 6 ads in 12 months..thank OLX.. I Like You but not Love U Yet 😊",OLX
Nina Salim,1,2024-01-22 11:27:52,"the app kept crushing its annoying..eveytime click the item to view, it crashes...how to buy anything??? reinstall a few times also doesnt work. use data instead of wifi also not working.. give up. uninstall completely...",Zalora
Steven Mattarungan,1,2024-01-22 11:19:32,Olx is only good for otomotive sales. Not for other. Bad system,OLX
Jonis Persanika,1,2024-01-21 10:45:59,"The worst app on the planet. My phone have 16gb of RAM, 1 Tb of storage and the latest snap dragon processor Gen+2 and 300mbps internet connection still it runs slow! Search results kept showing the same products from same stores over and over. Super trash app!",Shopee
Alan Hyde,2,2024-01-21 04:42:05,"my account blocked for no reason, unable to speak to anyone from Tokopedia or get any worthwhile response as to why or have my account fixed, they saying some breach of promo code which I have no idea about, please establish proper customer contact centre",Tokopedia
Chris Tamin,1,2024-01-21 04:34:05,"Too spammy. The app auto-launch even if I don't intentionally open. Maclick ko lang accidentally yung link nila, bukas agad. It interupts anything I'm doing to the point it lags my phone. I prefer the web version na lang. Edit: there is no such thing disable autolaunch on your setting. It's hard to find and navigate if it did exist. Uninstalled again",Lazada
Rengga Pinatta,2,2024-01-20 12:50:37,Too many ads when we see a picture for seeing detail of part what will buy. Thats really annoying.,OLX
Paris Lee,4,2024-01-20 11:47:21,"Average shopping app for indonesians. All pages load quickly, and buttons are fast-paced. If it is slow, it may be your phone type otherwise your phone is just old. This is just a ordinary shopping app, but my cons are that I can't find the items I want when searching. I've resorted to just buying from google if I can't find the item.. I hope there is one shop that sells the items that people want, but they cannot find it in shopee. If item unfound, just buy from google.",Shopee
Alex Reket,1,2024-01-19 03:51:50,"Very bad and invasive app. I just wanted to search for a product on the website and it kept pushing me to the app like 30 times in 5 minutes. When I finally gave up and installed it, it kept trying to make me sign up and take my information before I even could look at anything. In the end it was buggy and images were overlapping, etc. Just not worthy - Alibaba will never be even close to A****n! Uninstalled.",Alibaba
Nel Salomon,1,2024-01-18 20:40:19,"i dont know if this is an app issue but please... stop delaying my parcel, all of my orders is always in the ""seller to pack"" ""sorry for the delay"" status. And I also seem to notice the sudden changes in estimated delivery time. Im so tired especially since i always buy my school supplies on lazada, and it always take so long to arrive.",Lazada
Nur Ardiansyah,1,2024-01-18 02:44:58,"the UI of this app is kinda trash, way too convoluted! There's also an issue with Shopping Cart which often get checked randomly & seemed to get checked automatically whenever you unchecked an item.. totally unusable!!! 1 more thing, beware of Official Shops that are managed by bots & overseas parties; no aftersales support at all! WAY TO RUIN SHOPEE’S INTEGRITY!!!",Shopee
Xian Lebron,4,2024-01-17 11:46:10,This is a great app for ordering. Especially in the Philippines. It's like the Amazon of Southeast Asia. Only problems are: Not same day delivery Some delivering companies like J&T and Flash Express are slower than their title itself. But it's positive that: The seller is kind Cheap items have good quality for the price You can refund and get money I give this a 4.8,Lazada
seamsprettygood (Yuni),2,2024-01-15 22:36:00,"Changed my phone three times and it's interesting how the performance doesn't change. Still slow, lagging and heavily unresponsive. Wanna delete an item from your cart? Good luck, the page might freeze. Wanna put an item to your Favorite? Let's see, you might be unable to do that because the app suddenly stops. The app gets more crowded. The main menu is not THERE you have to click to ""Lihat Semua"" to see the category which is so weird? Do you want me to play games instead of shopping?",Shopee
Ron Andrew Kua,2,2024-01-15 05:19:00,Opening the app pauses any media on the background with this recent 1.1 update. The filter by ratings is still missing. Dark Mode is still broken especialy with some item pictures being inverted and descriptions and reviews not being in Dark Mode. Dark Mode can also be improved by using brighter white text for better contrast.,Lazada
Monika Kristyana,2,2024-01-15 02:59:50,I can't login. The apps asked me for my phone number to send SMS but no incoming SMS received despite multiple try. Pls fix,Tokopedia
sinambela tv,1,2024-01-15 01:24:17,"As buyer, it's very annoying, too many pop up ads. And some ads were very long duration. I give up search and search through FB. It's better charge seller to put item on market.",OLX
Lord Gord,1,2024-01-15 00:43:41,"1. USELESS ORDER TRACKER! 2. INTERNATIONAL COURIER (ENTREGO) TOOK WAYYY TOO LONG TO TURNOVER ITEM TO PH COURIER (J&T) 3. CUSTOMER SUPPORT (FB, EMAIL, APP) TAKES TOO LONG TO BE REACHED, ANDS PROVIDES LITTLE TO NO HELP. ONLY USE THIS APP IF YOU CANNOT FIND YOUR ITEM ON DIRECT WEBSITES OR OTHER PLATFORMS.",Zalora
Goaba Mat,5,2024-01-14 21:51:51,The app is great. The sellers are not great. Prices displayed are not what they really charge and they hardly have stock. They offer something else instead of giving the option to manufacture or source the product they claim to sell. It was mostly the wig and weave suppliers I communicated with,Alibaba
Interior Art Group,5,2024-01-14 19:00:48,Its great application save the time and the power helpfull..please less the ads its too much.,OLX
Rexy Gamaliel,4,2024-01-14 01:14:50,"Apparently not every Shopee Mall seller has a good service. My last order was cancelled by the system after the seller was unable to hand the item to the courier and had been uncontactable for 4 days despite being online. Turns out they have 6% chat performance and a whopping 23% cancellation rate. I don't know how this seller is qualified to be a ""Shopee Mall"" account, but from my experience it didn't quite fit the expectation of one",Shopee
Zu N,5,2024-01-13 02:28:54,"Sip Edit 2023: Very good to find anything you need. What I really miss is, the old feature in which you can search for something like a certain car model which is not common anymore (for example, Corolla DX), and then you can set an option in which OLX will notify you when someone post a new ad of it. That feature is no longer available. I wish you put it back again and I will gladly pay a subscription fee for that particular feature. Update 2024: Now there's too much Ad intervention @ pictures",OLX
Jan Dominic Dominado,5,2024-01-12 14:30:02,"Been using Lazada for a few years now. It's my go-to shopping app. I find most of what I need there. Very convenient. I just wish we get bigger sales more often. Also, reducing the popups and other stuff would be nice as well. a more streamlined or customized experience would be appreciated.",Lazada
Ferdinandus Brilliant,1,2024-01-12 04:42:17,Ads just keep redirecting to apps store or another app like a virus. This is the only problem that never get fixed since 2022.,OLX
Nico Arcenas,1,2024-01-12 03:55:29,"Update 1/2024: same. I only set Orders as notifs, I still receive lots from seller promos. No way to disable alerts and extra notifications when I already checked in settings only messages about orders. App is so distracting with unnecessary and unwanted alerts. It's too greedy. Same with Shopee. Feels more annoying now than actual salespersons following you around. Please change your ways.",Lazada
Dwi,1,2024-01-12 02:39:37,"Remove unnecessary features, please. Shopee used to be relatively usable before the games were added. They don't even give that much coin these days. Out of two dozens of my apps, only shopee keeps on laghing. I only use 40% of my total ram and I clear the chache every week, I went as far as uninistal then reinstall shopee. Nothing's changed.",Shopee
Marian Manole,5,2024-01-11 17:57:34,"Very good app !!! But carefully read price and compare, because they have , especially electronics a very ,very high prices ..and they sell in they're country very ,very cheap, I guess that they have an algorithm and they put price in function off country where you are !! So .....take care ! More example I find in AliExpress ,multiple and multiple examples",Alibaba
jaka sembung pallad,5,2024-01-11 05:50:35,"Good platform for oversea buyer to buy and deliver locally. Bukalapak accept payment from overseas bank cards. If you want to buy gifts for indonesian in Indonesia, this is the platform you need. 😁",Bukalapak
Rosseau Nilo Maamor,4,2024-01-10 23:19:12,"The refund process is convenient now if there are mistakes to the item sent by the seller. The cancellation process is almost instant when changing payment method. Keep up the good quality. However, please resolve the ongoing issues with Flash Express now, due to issues of changing of parcels in sorting facilities, or failed delivery attempts but there are no delivery attempts made to the address.",Lazada
Alvin Duroy,1,2024-01-10 10:13:54,"Your customer service really sucks. You are always keeping me waiting and waiting. First issue, unable to return the item in zalora app and you can't fix the technical issue after how many days of follow ups hence resorting me to ask you to manually request to return on my behalf then i have to drop off the item instead of pickup. I already returned the item and as per J&T tracking, this was already delivered on January 3, how many days have passed now but still no feedback?",Zalora
"Rollie Jay Anuta, CE",1,2024-01-10 08:57:19,It was all good until my recent experience with the app where I can't cancel a specific order due to the delay in packing by the seller. The cancel option was not available and there is no easy means within the app to reach out to lazada regarding this matter....,Lazada
Ferdinand Danao,1,2024-01-10 05:05:25,Very poor customer service is not very helpful at all. Item is pricey and shipping takes a long time be wise when buying,Zalora
Adam Najmi Zidan,1,2024-01-09 23:59:41,"Lol, too many notifications in a hour. It's annoying. Not all activities must be notified, it's like spying and forcing us to buy the recommended stuff. Already uninstalled the app, thank you.",Bukalapak
Mario Luigi,2,2024-01-09 14:02:14,"Feature gopay later suddenly can not be used after i did the full payment billing, and CS did not give any reasonable answers about this issue, they just told that my acc is still under system analystic, and i should try in the next 30 days, it does not seems makes sense at all, i already use this feature more than 3 months, and they have increase my limit 3 times already, and now they told me that my acc has not been analysed yet, what a silly answer from the big company as TOKOPEDIA....",Tokopedia
thrishna Muthu,1,2024-01-09 11:07:25,"App keeps crashing every time I open it and go to the ""bag"" tab..",Zalora
Nicolaus Euclides,4,2024-01-08 23:32:41,"Mh experience using this e-commerce is great, but there are some few features that I check it doesn't in the place anymore. I'm looking for pay later feature from Kredivo, Home Credit, BRI Ceria, ect. They are not there. Is this a bug or a new policy that we didn't know? Please make an explanation for us.",Tokopedia
Adhitya Reza,5,2024-01-08 16:33:53,EDIT: Now zalora is much better i dont like latest app update. more steps to do category filter (5 clicks). previously its only one swipe + one click what is better : now we can change grid dimensions. can see > 10 pics in a window. good for comparing,Zalora
Crisanta “Cris” Marcelino,3,2024-01-08 15:06:05,"I am totally blind, and I am happy that this app is accessible for screen-reader users like me. But I just gave 3stars because most of its features like the Laz Flash Sale and Laz Daily Grocery is super hard to navigate. I hope web view will return back to standard view like the previous years, so it will become easy to navigate for all screen-reader users. Please make it more accessible and more navigable for all the blind users. Thank you.",Lazada
Christine Cruz,1,2024-01-08 10:11:20,Refund system and customer service is very very bad. They are not refunding me. I lost a big amount of money.,Zalora
"ESPIRITU, RODERICK S.",1,2024-01-08 08:14:16,"I think my order is lost, I have ordered in december 30 and still haven't received the item yet. I have reached out many times and to no avail. Please return my money.",Zalora
Poy de la Fuente,1,2024-01-07 10:39:23,"HAVAIANAS products are so bad. The straps aren't made nicely. A lot of melted glue in every spacing of the letters on the straps. The slippers were imbalancely cut and the back part of the slippers are uneven. Also, the straps are so tight for the size. YES! the slippers look so bad that you can even say that they are fake. What a shame, I thought Zalora has always been a legit online store to shop. I guess I'm not buying here again. The price was so expensive but the quality? I don't think so.",Zalora
Reagenardy Lusli,1,2024-01-07 09:55:01,"App is bugged in samsung note 10 plus, when i open it, it just flickers white and black again and again, tried reinstalling the app and it doesnt change, i have the newest software update in my phone",Shopee
Wesley,4,2024-01-07 02:59:28,"Great app; I have no complaints with my experience using it. However: The notification sound is LOUD and obnoxious, and it still happens even when I turn notifications off for the app. It somehow manages to go off late in the evening when some people in the house are asleep. It's annoying enough for me to uninstall it when I'm not actively shopping for something.",Alibaba
reaLnhEy_ 3015,1,2024-01-06 14:57:39,"Delivery system is worst! Takes forever to pack the items and another forever to ship the items! Sellers are also unresponsive, do not cooperate and iresponsible! And another frustrating? I cant cancel my items bcos there's no cancel option! I already paid my items online but takes forever to pack and ship the items! I want to cancel it cos its taking so long but the cancel button is not available!!",Lazada
Neekotine,1,2024-01-06 14:28:44,"The only good thing about this commerce app specifically is their promo. I had more delivery problems in this app more than any other app Cluttered UI feels like Temu, unresponsive, heavy, and trying so hard to be a social commerce app but failing so far. Thanks for the promo, but this is bad.",Shopee
mich 15,1,2024-01-06 10:24:03,Customer service is non-existent. The goods came stained and zalora doesn't want to accept return even though it is their fault. The customer service is robotic and will never side with customer. Avoid this scammy site. It's better to purchase somewhere else. This app rating is manipulated to look higher than it should.,Zalora
Benny Surya Darma,1,2024-01-06 04:06:33,"Always using this apps for online purchasing but recently facing some problem especially about the delivery of goods, i paid additional cost for making the delivery faster such as next day option for delivery but even two days after the due date that i supposed to received the goods, i have not yet received it and no solutions at all from tokped. i paid more for delivery cost for nothing. Tokopedia Care also useless with no helps at all.",Tokopedia
Thoriq Nul Akbar,3,2024-01-05 12:05:51,"Just my 5 cents, the ads at the end of pics make me often to close the app, i dont have a time to watch cringe ads ffs.",OLX
evelyn maluleke,1,2024-01-05 07:28:09,"I like the prices of the items sold. What I don't like is that each and every item has its own shipping amount when they are one package. Why don't you charge one package not one item? Sometimes the item bought is lower than the shipping price, what is that exactly? Am I buying the shipping or am I buying the items??????",Alibaba
A Google user,1,2024-01-05 06:14:29,"Been a fan of Lazada for years. Lately though I've had bad experience with their couriers and their customer service sucks (just gives automated responses). Packages sit in local hub for days and couriers even have the audacity to tag it as unsuccessful delivery: customer refused to accept package, when in fact no attempt was made, at all. I might get rid of this app very soon.",Lazada
Fatima Zahra Tillah,5,2024-01-05 04:02:51,"Edit from 4 stars to 5 stars: I'm now a believer. 😂 Just took a lot of getting used to but I am glad that my friend encouraged me to use this alongside Sh*pee. Sh*pee still has better SEO, though. 😅 Both apps have different deals and vouchers, and I simply go for the better deal. The money I'm able to save from all the deals can go to the expenses for my cats. 😆 Before: The user interface can be jarring and the algorithms can use some more tweaking. Pretty smooth, though.",Lazada
johanssen,1,2024-01-04 22:20:55,"slowass app. cant load most feature for paying installment. and your excuse are ""antusiasme penguniung""??? vouchers terms and conditions are dumb, and the amount are bs without even benefitting customer. so piss off",Tokopedia
Gelly Lacson,1,2024-01-04 19:31:11,"Placed an order last December 26 and up until now it only says ""Item ready to be delivered"" EST delivery date Jan 3-5. I received an email last Jan 3 saying that my order wasn't processed yet by the third party seller and will be delayed. It's almost 10 days I just want to cancel the order. But, to cancel the order you'll have to either return it or refuse the delivery. Contacting chat support takes hours. There should be an option for auto cancellation if it's more than the waiting time.",Zalora
Vin Pad,1,2024-01-04 15:13:28,Your ads are everywhere and not only annoying but it messes with the subconscious mind. Your spyware is way more invasive than those in other countries. It is quite concerning that anytime they can gather info on our privacy and spy on us. It's better to use Shopee or other online shopping Apps rather than yours.,Lazada
Timotius Kuswanto,2,2024-01-04 14:17:42,Slow/delayed notification for incoming chat thru OLX apps,OLX
Jellian kate Belvis,1,2024-01-04 12:26:53,"I'm really disappointed, I've tried downloading it cuase they says it's good but when I tried to sign up it always says ""Sorry, we have detected unusual traffic from your network"" which is not true because I check my other application if there's really a problem but my network is completely fine i tried to sign up a million times, I clear and refresh my phone but it's still doesn't work.... really disappointed.",Lazada
Darin Epp,2,2024-01-04 05:30:21,"What has happened to the app? There were no issues before and now it takes forever to load pictures. I have been so frustrated that I stopped searching the sellers. UPDATE: app was soooo slow so I uninstalled and re-installed. Now the updated version is worse! I love the access to items that I cannot find locally, but....GET RID OF THE PROMOTION POP-UPS THAT STAY STUCK ON THE PAGE!!",Lazada
Anggie Juli Asih,4,2024-01-04 01:15:25,"Actually, it's a good application, but their hotline/online customer service doesn't work 24/7. They only work on common working hours.",Zalora
Teddy Ilagan,1,2024-01-04 00:49:01,"Too many notifications, very irritating because you cant mark messages are read and can't clear notifications. Back to 1 star. The app is a mess the design is very yahoo and friendstr. The UI reminds me of the websites from 90s you dont know whats going on its like they like to confuse the users or something.",Lazada
NOELLE JEAN VIRTUS,1,2024-01-03 13:37:39,"Their delivery system is the worst. Delivery man can easily cancel the delivery and falsely blaming the buyer saying that we cancel it even tho its not even possible once the package is out for delivery or that the address is not correct. Fyi, it happens not just once but more than 5 times. I should've just order in other apps, maybe I'm using the product now.",Lazada
HJ Yang,1,2024-01-03 11:16:48,"Refunded only half of the item price. They consider the voucher that I bought on Shopback as part of their system discount voucher, and minus that from the total amount. Total scam.",Zalora
Ysa Park,1,2024-01-03 06:05:27,"Delivery is too long. Reference in app is also not matched in tracking of third party delivery, cannot track my parcel. Almost 3 weeks, yet my item is still not delivered. Worst!",Zalora
Romina Sanuco,1,2024-01-03 04:36:34,"WORST CUSTOMER SERVICE!! I tried reaching out to zalora's customer service (chat and email) and none is useful. My address shows as incomplete despite adding the correct one. Now, my parcel is out for delivery but I'm not sure who will recieve it.",Zalora
Christy M,1,2024-01-03 04:16:51,"I've been using Shopee since 2019, but it's not as good as it used to be. I had a problem with my order: I already paid the order with my credit card and successful, but they said they couldn't verify the payment. Though the bank confirmed the payment was successful. And all the customer services are robots, couldn't help at all. So, the money is gone,and I've decided not to use this application ever again. Because I'm afraid if I face another problem with Shopee , I have to deal with all robots",Shopee
Renaissance Ear-Candy,1,2024-01-01 21:57:48,"Absolutely horrendous that you're forced to download this app (it just keeps redirecting you to the Google play store) however many times you go back to the website. Like, what part of 'no' are you finding difficult?",Alibaba
Abdulaleem qureshi,5,2024-01-01 17:24:07,I love this app but I wish if they can add voice send button in their chatbox for talk with suppliers so this is more convenient. Other wise all the things good except this one (Voice Message Button). Best Regards Abdul Aleem,Alibaba
Joe Anstey,1,2024-01-01 15:14:32,This app sucks because there isn't any way to just place an order and have it shipped like every other app in the world. And forget getting anyone to answer your messages. Set it up like eBay or Amazon and you'd have a winner.,Alibaba
Nisa Management,1,2024-01-01 14:17:38,"The customer service took so long just to check the problem that I think it's already clear from the data and the history. Also the vouchers are weird, the terms are not as real as what it's been written. Meh I don't mind, the price and the variety of the price and stuff also are not as complete and cheap as the orange one. Good bye tokped Thank you for the fake hope tho.",Tokopedia
Victor Rahman,1,2024-01-01 06:39:31,"I no longer recommend this app for anyone, delivery courier recommendations is a bad idea it's like online shopping from late 2000s in terms of time, also there's no much difference between plus and non plus user little cashback and sometimes still charged for shipping ugh, thankfully I moved on from this app.",Tokopedia
Thea,1,2023-12-31 00:21:27,"The app is good but I have bad experience with it that makes me discouraged to use it. The courier put my order ""parcel has been delivered"" but I didn't receive my parcel and it was never delivered to me.I try to talk to customer service to report the courier but it only suggested to return the order, when I did that my return request has been rejected. I feel robbed since the item is already paid through gcash and I didn't get my item and a refund.",Lazada
Alexander Cuenza,1,2023-12-30 19:44:47,"When there's an issue with your order and cancellation is needed, they will cancel it and will put any reason that will put the blame to buyer. I've waited 1 month for my order only to be cancelled due to ""incorrect delivery address"" even though a hundred orders have been successfully delivered to the address they marked ""incorrect"". Terrible customer service. The chatbot is completely useless. Refund process takes way too long.",Lazada
Althea Angeles,1,2023-12-29 19:37:50,"I've used lazada before and it was used to be good, very fast delivery. But now, I've ordered twice and it was both cancelled without me asking it. The courier/rider didn't even text/call me but it's said “customer asked to reschedule” even though they didn't totally attempt to deliver the parcel until it got cancelled the next day. I didn't have a chance to call the rider because I don't buy data, I only used wifi but all of my orders got cancelled twice by LEX PH!! Fix this lazada!!",Lazada
Niel Lastimosa,1,2023-12-29 15:10:33,"The app is good overall, it's just that the delivery couriers were not notifying the buyers throgh text or call if the delivery fails. And also, the courier is always setting the failed delivery status as ""Customer is not at the delivery address"" even if they didn't actually go to that address, so it seems like the customer is at fault for the failed delivery. Buyers should also be able to get the contact details of the courier who picked up the package so they can directly ask what happened.",Lazada
Muhammad Thoha Akhyaru Ilyas,3,2023-12-29 14:48:49,"Tokopedia used to provide smooth and great experience to its users. However, these days, the app goes heavily to load and even its competitor like the orange one which has a bunch of non-essential features is faster than Tokopedia. I hope you guys could fix this experience.",Tokopedia
Utkarsh Aditya,5,2023-12-29 14:03:47,"I'm a businessman from India, and I must say the Alibaba app has been instrumental in streamlining my business operations. The user-friendly interface, efficient search functionality, and reliable transaction processes make it an indispensable tool for anyone involved in international trade. The app's constant updates and improvements demonstrate a commitment to user satisfaction. Highly recommended for a seamless and productive business",Alibaba
Agaba Mark,1,2023-12-29 11:16:30,"You are not fair at all the amount you have put on the shipping is too much as in a lot. The products are get really good but the shipping, the price of the shipping is the some price you buy those things in our own country. Please reduce on the shipping prices inorder for us to buy your products.",Alibaba
Garrett Ditch,4,2023-12-29 09:35:47,"Great customer service provided by most suppliers, some quotes can deff be overpriced- and shipping can kill the savings with large items making it seem pointless. Products I've purchased are just as good as anything you would get in america- I mean think about it.. That's where most big retail stores go in the U.S to make large purchases and get giant discounts, china manufactures most chemicals, synthetics, plastics, electronics. You name it they prolly make it for 1/4 the cost of what we pay.",Alibaba
John Miller Bangeles,2,2023-12-29 02:22:14,Nothing appear on what the status of the order it's almost 3 weeks since the order was shipped and still haven't received any feedback on the status of the order. The customer support chat on the application takes a long time to have a reply on there side.,Zalora
Kam Poh Qin,1,2023-12-29 02:05:58,"Hi Dev team, I would appreciate if any one of you can relook into this issue/bug. I did NOT follow any store but my FollowedStores is showing 1 on the badge itself. When I press inside, it actually showing empty. This issue did happened in Shopee app as well in the Like/Wishlist item. They resolved it by removed the number of item from the badge. Fyi, I did logout and clear all the data. Issue still persist. Fix this issue and i will rate 5 stars. Sincere.",Lazada
Akane Mayumi,1,2023-12-28 12:44:58,"So not worth it of your time. I made an order last December 13, and they promised my parcel would be delivered on December 25-28. Last update with the whereabouts of my item was on December 20. I contacted customer service but they kept putting me on a waiting list that the wouldn't even follow through. I tried reaching out to them via email, but 3 tickets later, I still haven't heard back from them. Worst customer service ever",Zalora
Rick Simpson,1,2023-12-28 05:12:18,"Annoying daily notification can't be disabled, I have to disable all notifications, ended up missing some important notification from seller. Shopee keeps calling my phone to promote spaylater. I hate phone marketing, I would give this app minus stars if I could.",Shopee
Mailyn Moresca,1,2023-12-28 03:52:01,"It's been 11 days since I ordered some of the products here in LAZADA CHOICE, and until now the status is still ""SELLER TO PACK"". I don't know how long it takes them to pack a few small items that it took them almost 2 weeks. I also experienced that the courier cancelled my order because, according to them ""CUSTOMER CANCELLED THE ORDER"", but I never cancelled anything. I also didn't received any calls or text and as I checked the picture they attached, the geotag was not my location.",Lazada
che rabaj,1,2023-12-27 23:12:42,"The Return/Exchange button isn't working. To process a manual return or exchange, you need to contact customer service. However, the wait time to reach CS can exceed 2-3 hours. What d hell!",Zalora
Shirene Menon,2,2023-12-27 21:12:22,tried paying when there was a bigger discount and none of my payment methods worked but surprisingly everything worked today when the promo was over...ended up buying less than initially planned.,Zalora
Stella Lim,1,2023-12-27 07:17:31,"for every 4 items that you scroll, you're subjected to ads and recommendation. there's no option to turn that off even if you subscribe to VIP. (VIP delivery is indeed fast) but we're talking about the app here - it sucks. TURN OFF YOUR ADS!",Zalora
Mariya,1,2023-12-27 06:13:33,"Lazada itself is a good shopping app. It's the recurring problem with the courriers that's the main issue. No way to contact them, yet they would label cancelled/fail delivery attempt without even reaching out. Sometimes they deliver on work days despite the delivery address being specified as ""home"". Not the buyer's fault, really. Lazada courriers should just put their contact numbers so we can reach out to them during delayed or late delivery attempts.",Lazada
Pastor Sam Royalty,5,2023-12-27 00:32:36,"Generally the app and very good I love it. But one thing I observed is that only supplier can recall a message after posting it, this feature is not available to buyers. I suggest this feature be made available to buyers. Maybe you can give at most a quarter or half a day for a buyer to recall a message.",Alibaba
Muhamad Yusuf,5,2023-12-26 22:22:58,thanks for the improvement and excellent work developing this app. the best app for trading goods right now.,OLX
Heru Liem,3,2023-12-26 14:41:46,"Guys u dont need to change ur icon base on what promo u had currently, keep remain ur tokopedia app icon forever. Like what I see now, ""WAR DISKON"" it makes ur original app icon looks UGLY, go change it. Look for Shopee, they always update their icon back to normal after their promo done.",Tokopedia
Veronica Infante,1,2023-12-26 11:52:38,"Can't view comments on reviews. Uninstalling and reinstalling didn't help. Ugly UI (very cluttered) and definitely NOT user-friendly. Already disliked an item, yet the app kept on suggesting it to me. Gives ""estimated time"" for delivery but goes over the range and blames the holiday season (that should never be a reason for delay, should've already identified potential problems and have a solution ready).",Lazada
Rigoberto Felipe,5,2023-12-26 00:36:03,"This app is very reliable and useful, I give 5 ( ⭐⭐ ⭐ ⭐⭐) feedback because almost all the products are cheap and customer can negotiate the price of the items with the seller. I personally don't buy anything yet but I read many customer feedback and opinion from others matters to me, they are the most important thing about any app,, it is the only way to know personal experiences with this app. Thanks to anyone that take a minute to read my opinion or feedback",Alibaba
Gabriela Chandra,3,2023-12-25 13:42:51,"Honestly, I only use Shopee since I think shopping online is cheaper than offline shopping... However I have to say your application is terrible, due to too many unnecessary games and it lags after sometime. Also, please give the option to turn off SPaylater option or stop promoting it to me. It's predatory and feels like you are deliberately luring people into spending excessively with misleading interest rate. I'm super annoyed too since most vouchers are only useable with Spaylater.",Shopee
jonap 3rd,1,2023-12-25 02:55:27,never seen what once the greatest e-commerce to become one of most dumbest e-commerce of all time. especially its customer service because the only things that they can do is just making you mad by keep asking you for something that you already did,Tokopedia
Hong Lu,3,2023-12-24 12:27:23,"Sorry, had to take away a few stars~ this app is getting heavier each upgrades, and unfortunately my phone wouldn't be able to handle it, although they can handle other heavier apps just fine. The live video feature, it's very annoying whenever it pops up. If only there's a way to turn that thing off. Deleting and editing carts are also very slow.",Shopee
"F&B 11-5 Berrana, Angeline Grace C.",1,2023-12-24 02:47:20,"the delivery on this app is slower than a sloth, if you can't deliver on time just close your damn app. Its been weeks since i ordered something from this app and it still hasn't come and keep in mind that it wasn't even an overseas order, the sellers are often rude and slow even taking weeks to ship an order. If you need something and needs it to arrive on time then i dont recommend this app, its getting worst.",Lazada
Azariah Arthur Flora,1,2023-12-23 22:01:13,"What's the use of setting the address as workplace if the couriers are going to deliver it during the weekends, with no one to receive it. Happened for multiple times already. Update: The couriers keep on cancelling the orders and putting the BLAME on the customers. Your system and credibility sucks. I'm deleting this app.",Lazada
